년도별 산불통계,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
발생일시_년,발생일시_월,발생일시_일,발생일시_시간,발생일시_요일,진화종료시간_년,진화종료시간_월,진화종료시간_일,진화종료시간_시간,발생장소_관서,발생장소_시도,발생장소_시군구,발생장소_읍면,발생장소_동리,발생원인_구분,발생원인_세부원인,발생원인_기타,피해면적_합계
2023,02,09,19:40,목,2023,02,09,20:40,충남,충남,논산,가양곡,함적,담,기타(직접입력),담뱃불실화,0.01
2023,02,09,12:57,목,2023,02,09,16:19,전북,전북,완주,소양,화심,기,기타(직접입력),미상,0.4
2023,02,08,16:51,수,2023,02,08,18:38,전남,전남,장흥,유치,반월,입,기타(직접입력),입산자실화추정,0.02
2023,02,08,14:52,수,2023,02,08,16:05,대전,대전,서,,흑석,입,기타(직접입력),입산자실화추정,0.33
2023,02,08,13:44,수,2023,02,08,17:30,전남,전남,고흥,점암,여호,쓰,기타(직접입력),생활쓰레기소각(묘지주변),0.3
2023,02,08,13:17,수,2023,02,08,17:00,경남,경남,진주,수곡,사곡,기,기타(직접입력),미상,0.5
2023,02,07,15:09,화,2023,02,07,16:55,경북,경북,상주,이안,아천,기,기타(직접입력),미상,0.01
2023,02,07,14:20,화,2023,02,07,18:00,경남,경남,거창,가북,우혜,,기타(직접입력),건축물실화,0.02
2023,02,07,13:33,화,2023,02,07,16:20,경기,경기,하남,,감북,기,기타(직접입력),미상,0.01
2023,02,07,09:34,화,2023,02,07,10:05,경기,경기,양평,양서,신원,기,기타(직접입력),미상,0.01
2023,02,06,22:16,월,2023,02,07,01:30,경남,경남,합천,봉산,양지,기,기타(직접입력),축사전기합선,0.3
2023,02,06,18:23,월,2023,02,06,20:36,경북,경북,상주,중등,회상,기,기타(직접입력),조사중,0.03
2023,02,06,13:50,월,2023,02,06,15:00,전북,전북,임실,성수,성수,쓰,기타(직접입력),쓰레기소각,0.3
2023,02,06,13:02,월,2023,02,06,15:00,전북,전북,익산,함라,신목,기,기타(직접입력),묘지화재비화,0.1
2023,02,06,11:59,월,2023,02,06,13:40,전남,전남,진도,조도,신옥,,기타(직접입력),농작물소각,0.1
2023,02,05,20:16,일,2023,02,05,21:40,경남,경남,진주,,망경,기,기타(직접입력),조사중,0.01
2023,02,05,20:11,일,2023,02,05,21:35,경남,경남,양산,원동,용당,기,기타(직접입력),조사중,0.02
2023,02,05,18:37,일,2023,02,05,19:50,경남,경남,함양,백전,운산,쓰,기타(직접입력),생활쓰레기소각,0.01
2023,02,05,15:20,일,2023,02,05,17:40,전남,전남,나주,문평,계로,쓰,기타(직접입력),쓰레기소각,0.2
2023,02,05,15:00,일,2023,02,05,15:51,경남,경남,김해,진영,죽곡,기,기타(직접입력),공장용접불꽃,0.1
2023,02,05,14:29,일,2023,02,05,16:40,전북,전북,순창,팔덕,구룡,,주택화재비화,양계장화재비화,0.2
2023,02,05,14:23,일,2023,02,05,16:07,경기,경기,광주,초월,신월,기,기타(직접입력),미상,0.03
2023,02,04,18:20,토,2023,02,04,19:45,경북,경북,포항 북,기계,봉계,기,기타(직접입력),조사중,0.1
2023,02,04,11:51,토,2023,02,04,14:10,전남,전남,순천,,인월,기,기타(직접입력),아궁이불씨취급부주의,0.1
2023,02,04,10:54,토,2023,02,04,13:30,부산,부산,기장,일광,용천,담,기타(직접입력),담뱃불실화,0.5
2023,02,03,17:26,금,2023,02,04,10:00,경기,경기,여주,강천,강천,기,기타(직접입력),미상,0.95
2023,02,03,15:29,금,2023,02,03,16:52,북부,경기,양평,청운,다대,기,기타(직접입력),성묘객실화,0.48
2023,02,01,22:32,수,2023,02,02,00:29,경북,경북,울진,기성,정명,기,기타(직접입력),미상,0.9
2023,02,01,19:46,수,2023,02,01,20:58,울산,울산,울주,상북,궁근전,입,기타(직접입력),입산자실화,0.2
2023,02,01,18:07,수,2023,02,01,20:00,부산,부산,기장,철마,이곡,기,기타(직접입력),조사중,0.03
2023,02,01,16:19,수,2023,02,01,19:53,중부,대전,유성,,갑,입,기타(직접입력),입산자실화추정,0.17
2023,02,01,15:57,수,2023,02,01,16:46,세종,세종,연서,,부동,입,기타(직접입력),입산자실화추정,0.04
2023,02,01,14:00,수,2023,02,01,21:30,경남,경남,함안,대산,장암,쓰,기타(직접입력),쓰레기소각,1.5
2023,01,31,11:41,화,2023,01,31,12:34,강원,강원,동해,,심곡,기,기타(직접입력),미상,0.02
2023,01,30,15:18,월,2023,01,30,16:20,울산,울산,울주,온양,고산,기,기타(직접입력),용접실화,0.02
2023,01,29,12:16,일,2023,01,29,15:00,전남,전남,순천,,대대,,기타(직접입력),영농부산물소각,0.6
2023,01,29,10:58,일,2023,01,29,18:00,경남,경남,양산,원동,용당,쓰,쓰레기소각,쓰레기소각(낙엽),0.1
2023,01,28,18:28,토,2023,01,28,19:30,부산,부산,금정,,두구,기,기타(직접입력),조사중,0.01
2023,01,28,10:19,토,2023,01,28,11:20,경북,경북,포항 남,구룡포,늘태,기,기타(직접입력),조사중,0.1
2023,01,27,14:27,금,2023,01,27,17:50,경북,경북,영천,고령,대의,기,기타(직접입력),조사중,0.5
2023,01,26,17:53,목,2023,01,26,19:00,부산,부산,사하,,괴정,기,기타(직접입력),조사중,0.01
2023,01,25,16:13,수,2023,01,25,17:08,경기,경기,여주,금사,도곡,쓰,기타(직접입력),쓰레기소각,0.12
2023,01,24,12:53,화,2023,01,24,13:15,부산,부산,기장,장안,월내,기,기타(직접입력),캠핑장숯더미발화,0.15
2023,01,24,06:05,화,2023,01,24,08:30,경남,경남,산청,금서,지막,입,기타(직접입력),입산자담뱃불실화,0.01
2023,01,23,12:35,월,2023,01,23,14:00,경남,경남,함양,함양,이은,,주택화재비화,주택아궁이불씨발화,0.06
2023,01,22,13:35,일,2023,01,22,14:10,울산,울산,울주,웅촌,초천,기,성묘객실화,성묘객실화,0.01
2023,01,22,11:07,일,2023,01,22,11:27,경남,경남,창원,성산,양곡,기,기타(직접입력),성묘객실화,0.01
2023,01,21,15:57,토,2023,01,22,00:20,전남,전남,고흥,도화,구암,기,기타(직접입력),태양광패널합선,0.8
2023,01,21,13:25,토,2023,01,21,15:40,전북,전북,무주,적상,방이,기,기타(직접입력),매립장 열선 과열,0.3
2023,01,21,13:19,토,2023,01,21,17:00,경남,경남,거제,연초,연사,,논밭두렁소각,논밭두렁소각,0.03
2023,01,21,13:00,토,2023,01,21,13:40,강원,강원,원주,,우산,기,기타(직접입력),미상,0.01
2023,01,13,02:16,금,2023,01,13,06:30,경남,경남,김해,한림,금곡,기,기타(직접입력),전기누전,0.04
2023,01,12,17:14,목,2023,01,12,18:19,경기,경기,안양,만안,석수,입,기타(직접입력),입산자실화,0.01
2023,01,12,13:56,목,2023,01,12,18:00,전남,전남,함평,학교,금송,,기타(직접입력),농산부산불소각,0.7
2023,01,12,13:43,목,2023,01,12,17:18,남부,경북,구미,옥성,대원,입,기타(직접입력),입산자실화추정,1.21
2023,01,12,12:47,목,2023,01,13,06:20,경북,경북,성주,가천,금봉,기,작업장실화,산림사엉방실화,32.53
2023,01,11,11:45,수,2023,01,11,13:30,강원,강원,삼척,미로,하거노,기,기타(직접입력),미상,0.1
2023,01,10,13:55,화,2023,01,10,15:20,경남,경남,고성,삼산,두포,기,기타(직접입력),전선스파크,0.05
2023,01,09,19:41,월,2023,01,09,20:35,경남,경남,합천,용주,방곡,기,기타(직접입력),재취급부주의,0.1
2023,01,09,18:05,월,2023,01,09,20:00,광주,광주,광산,,광산,기,기타(직접입력),조사중,0.06
2023,01,09,13:39,월,2023,01,09,15:20,강원,강원,강릉,성산,위촌,쓰,기타(직접입력),쓰레기소각,0.06
2023,01,08,04:35,일,2023,01,08,12:00,부산,부산,강서,,녹산,기,기타(직접입력),조사중,0.5
2023,01,06,15:20,금,2023,01,06,20:15,전남,전남,고흥,남양,양주,기,기타(직접입력),미상,0.05
2023,01,06,12:45,금,2023,01,06,13:30,전북,전북,고창,고수,상평,입,기타(직접입력),입산자실화추정,0.03
2023,01,05,04:37,목,2023,01,05,06:14,경북,경북,문경,산양,과곡,기,기타(직접입력),미상,0.03
2023,01,04,16:36,수,2023,01,04,22:00,부산,부산,기장,기장,대변,기,기타(직접입력),조사중,0.02
2023,01,03,13:08,화,2023,01,03,20:00,남부,경북,영덕,달산,봉산,기,기타(직접입력),비닐하우스화재,0.77
2023,01,03,08:53,화,2023,01,03,10:23,부산,부산,금정,,남산,기,기타(직접입력),조사중,0.05
2023,01,02,14:30,월,2023,01,02,16:54,경북,경북,예천,감천,현내,기,기타(직접입력),미상,0.05
2023,01,02,11:33,월,2023,01,02,12:30,인천,인천,옹진,자월,이작,기,기타(직접입력),미상,0.33
2023,01,01,13:57,일,2023,01,01,16:50,경북,경북,예천,용궁,대은,기,기타(직접입력),미상,0.09
